Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX3316751	SRR6207480	2017-10-24 13:04:13	2017-10-24 12:44:26	21827042	4365408400	0	200	1730		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/207/SRR6207480.sralite.1	ANSTO	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP121302	PRJNA410965		410965	SRS2622314	SAMN07686933	simple	542	Zymomonas mobilis	Gp0239734							no					JGI	SRA623106		public				
SRX3316752	SRR6207479	2017-10-24 12:59:16	2017-10-24 12:42:29	17747942	3549588400	17747942	200	1403		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/207/SRR6207479.sralite.1	ANSTN	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP121304	PRJNA410964		410964	SRS2622316	SAMN07686562	simple	542	Zymomonas mobilis	Gp0239733							no					JGI	SRA623106		public	EE1E1F18CF3AC0DE9103CE387A9D180B	6E724BDC6D8CF2425DCD2EC758D1B1F9		
SRX3316753	SRR6207478	2017-10-24 13:11:14	2017-10-24 12:44:58	22830102	4566020400	22830102	200	1821		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/207/SRR6207478.sralite.1	ANSTH	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP121303	PRJNA410963		410963	SRS2622315	SAMN07687251	simple	542	Zymomonas mobilis	Gp0239732							no					JGI	SRA623106		public	E671380422BD13D86C86826DF636D1F3	69D4607B46CFE18695328F6D6F491FCA		
SRX3316754	SRR6207477	2017-10-24 13:03:13	2017-10-24 12:43:42	20338269	4067653800	20338269	200	1610		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/207/SRR6207477.sralite.1	ANSTT	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP121305	PRJNA410968		410968	SRS2622317	SAMN07687253	simple	542	Zymomonas mobilis	Gp0239737							no					JGI	SRA623106		public	EEE5138028038511D1A118A3B17FF45A	177E61F593C9DDC6A3BDD92DD3C389D9		
SRX3316755	SRR6207476	2017-10-24 13:19:12	2017-10-24 12:47:33	26217919	5243583800	26217919	200	2159		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/207/SRR6207476.sralite.1	ANSTW	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP121306	PRJNA410970		410970	SRS2622318	SAMN07686245	simple	542	Zymomonas mobilis	Gp0239739							no					JGI	SRA623106		public	EBF3CCEAD9E4FBD57ECFDEC1766CA52C	646774346F05F5C425C4E6F0083BC40D		
SRX3316756	SRR6207475	2017-10-24 13:06:11	2017-10-24 12:44:31	19360018	3872003600	19360018	200	1597		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/207/SRR6207475.sralite.1	ANSTP	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP121307	PRJNA410966		410966	SRS2622319	SAMN07686563	simple	542	Zymomonas mobilis	Gp0239735							no					JGI	SRA623106		public	AB588A0C42C7590D7AD34E7FB048F253	0037404916CC605AECC2A211D91AC5BB		
SRX3316757	SRR6207474	2017-10-24 13:04:13	2017-10-24 12:43:17	20774807	4154961400	20774807	200	1639		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/207/SRR6207474.sralite.1	ANSTS	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP121308	PRJNA410967		410967	SRS2622320	SAMN07687252	simple	542	Zymomonas mobilis	Gp0239736							no					JGI	SRA623106		public	68528ED6222E54252C7709280C0882A0	ADA54928C8DFC27672D4B984A9BD353E		
SRX3316758	SRR6207473	2017-10-24 13:21:05	2017-10-24 12:50:21	26464630	5292926000	26464630	200	2187		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/207/SRR6207473.sralite.1	ANSTU	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP121309	PRJNA410969		410969	SRS2622321	SAMN07685882	simple	542	Zymomonas mobilis	Gp0239738							no					JGI	SRA623106		public	B3260ADA43E43F036F1BC2B066595508	C0B7F0108C20340AF34A569960C7332F		
SRX3411505	SRR6311239	2020-03-25 17:12:42	2017-11-20 23:40:46	8664510	2599353000	8664510	300	1072		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/311/SRR6311239.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125351	PRJNA419246	3.0	419246	SRS2704749	SAMN08046649	simple	542	Zymomonas mobilis	GSM2862421							no					GEO	SRA632569		public	23DCDF3C6FDC309AEB3EC0E4009D3443	4D1047D71DCF40F685C0625944070CB7		
SRX3411506	SRR6311240	2020-03-25 17:12:42	2017-11-20 23:44:34	7763121	2328936300	7763121	300	954		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR006/311/SRR6311240.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125351	PRJNA419246	3.0	419246	SRS2704750	SAMN08046670	simple	542	Zymomonas mobilis	GSM2862422							no					GEO	SRA632569		public	E2A08DD22E8F611DE4B472162067316E	A41C988D9534448F2E4AC85A2F00DF7C		
SRX3411507	SRR6311241	2020-03-25 17:12:42	2017-11-20 23:43:15	7260175	2178052500	7260175	300	888		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR006/311/SRR6311241.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125351	PRJNA419246	3.0	419246	SRS2704751	SAMN08046669	simple	542	Zymomonas mobilis	GSM2862423							no					GEO	SRA632569		public	CBA8D513976AA7197824D6F7C54FE828	DF07877171C200C1DF9E0456107262C2		
SRX3411508	SRR6311242	2020-03-25 17:12:42	2017-11-20 23:38:01	5873659	1762097700	5873659	300	720		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR006/311/SRR6311242.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125351	PRJNA419246	3.0	419246	SRS2704752	SAMN08046668	simple	542	Zymomonas mobilis	GSM2862424							no					GEO	SRA632569		public	471824694A833152F1CE298A7B7AE631	3F33C80CE818F2E041257E9FBF1BC69A		
SRX3411509	SRR6311243	2020-03-25 17:12:42	2017-11-20 23:41:39	7911166	2373349800	7911166	300	969		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR006/311/SRR6311243.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125351	PRJNA419246	3.0	419246	SRS2704753	SAMN08046667	simple	542	Zymomonas mobilis	GSM2862425							no					GEO	SRA632569		public	D553DB813DCB357DB31976B2B1A87485	3452E5D8E9ACEC53C4E2F6D52BE8543A		
SRX3411510	SRR6311244	2020-03-25 17:12:42	2017-11-20 23:40:48	8069344	2420803200	8069344	300	981		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR006/311/SRR6311244.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125351	PRJNA419246	3.0	419246	SRS2704754	SAMN08046666	simple	542	Zymomonas mobilis	GSM2862426							no					GEO	SRA632569		public	B471DC007616EB153AED36A1BE2F8C2B	5AAD71D5EFB07CF4D353B765F41D4EF9		
SRX3411511	SRR6311245	2020-03-25 17:12:42	2017-11-20 23:40:51	7666246	2299873800	7666246	300	952		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR006/311/SRR6311245.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125351	PRJNA419246	3.0	419246	SRS2704755	SAMN08046665	simple	542	Zymomonas mobilis	GSM2862427							no					GEO	SRA632569		public	30E20863F13AEF6082C2340331330A10	D6CA317F7F3CD705A9DB68824E8EA37C		
SRX3411512	SRR6311246	2020-03-25 17:12:42	2017-11-20 23:40:35	6574423	1972326900	6574423	300	810		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR006/311/SRR6311246.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125351	PRJNA419246	3.0	419246	SRS2704756	SAMN08046664	simple	542	Zymomonas mobilis	GSM2862428							no					GEO	SRA632569		public	1D67135C232C0FF9065A5055079F4F28	C84F36C2004F0A87573FC1C42DA70A15		
SRX3411513	SRR6311247	2020-03-25 17:12:42	2017-11-20 23:41:59	7543296	2262988800	7543296	300	920		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR006/311/SRR6311247.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125351	PRJNA419246	3.0	419246	SRS2704757	SAMN08046663	simple	542	Zymomonas mobilis	GSM2862429							no					GEO	SRA632569		public	8F8A4AAA3F330906F3D6E40393835882	231249A61F271A9867B062EFDB3F00F4		
SRX3411514	SRR6311248	2020-03-25 17:12:44	2017-11-20 23:40:50	5670715	1701214500	5670715	300	701		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR006/311/SRR6311248.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704759	SAMN08046662	simple	542	Zymomonas mobilis	GSM2862430							no					GEO	SRA632570		public	FF7FE15144E9FAFAE99B0218C6ACB718	956A35E358B4E4DC0AB4A88405F1DE3E		
SRX3411515	SRR6311249	2020-03-25 17:12:44	2017-11-20 23:40:45	4973875	1492162500	4973875	300	616		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR006/311/SRR6311249.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704758	SAMN08046661	simple	542	Zymomonas mobilis	GSM2862431							no					GEO	SRA632570		public	05FC8E5711A7389F166C97BEF6BF8E87	82EF2362F08DC847332BD8F7EB71E209		
SRX3411516	SRR6311250	2020-03-25 17:12:44	2017-11-20 23:41:18	6094701	1828410300	6094701	300	766		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR006/311/SRR6311250.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704760	SAMN08046660	simple	542	Zymomonas mobilis	GSM2862432							no					GEO	SRA632570		public	1EF12F163DD834A55D1A8D8CBEFFAC5A	4221FC1673544B4DEA340DCF090375F9		
SRX3411517	SRR6311251	2020-03-25 17:12:44	2017-11-20 23:40:59	5926984	1778095200	5926984	300	746		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR006/311/SRR6311251.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704761	SAMN08046659	simple	542	Zymomonas mobilis	GSM2862433							no					GEO	SRA632570		public	0D98BE03B5A449AAF17C95C131644790	FE134FFF5DDC7C12717F1292FFD76811		
SRX3411518	SRR6311252	2020-03-25 17:12:44	2017-11-20 23:42:25	7846792	2354037600	7846792	300	872		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR006/311/SRR6311252.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704762	SAMN08046658	simple	542	Zymomonas mobilis	GSM2862434							no					GEO	SRA632570		public	7AB698F6180D4E1A197F0C2D0FA5B61C	2921F9FE7326E1DFA570B6DE977AD146		
SRX3411519	SRR6311253	2020-03-25 17:12:44	2017-11-20 23:39:54	3491011	1047303300	3491011	300	441		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR006/311/SRR6311253.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704763	SAMN08046657	simple	542	Zymomonas mobilis	GSM2862435							no					GEO	SRA632570		public	A55572E7A4F7E1DA30ED311C631EA215	F438DA564B26746A6975E253E2A79A74		
SRX3411520	SRR6311254	2020-03-25 17:12:44	2017-11-20 23:40:03	3637888	1091366400	3637888	300	457		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR006/311/SRR6311254.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704764	SAMN08046656	simple	542	Zymomonas mobilis	GSM2862436							no					GEO	SRA632570		public	0E1118139CE43D5C1D1CB550BC5ECD35	71B3AC15CB5265AD94AD11F4BD967387		
SRX3411521	SRR6311255	2020-03-25 17:12:44	2017-11-20 23:41:11	6139479	1841843700	6139479	300	764		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR006/311/SRR6311255.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704765	SAMN08046655	simple	542	Zymomonas mobilis	GSM2862437							no					GEO	SRA632570		public	18628F8E7A4B4CC68E9F3DA0D1B95068	548DFCF23361DCB374930BE276C89933		
SRX3411522	SRR6311256	2020-03-25 17:12:44	2017-11-20 23:40:14	4440321	1332096300	4440321	300	560		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR006/311/SRR6311256.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704766	SAMN08046654	simple	542	Zymomonas mobilis	GSM2862438							no					GEO	SRA632570		public	E661AFEAED70C9FA0DF3A58FA9952407	FFC0CB61B93686BC5657F5F090B83918		
SRX3411523	SRR6311257	2020-03-25 17:12:44	2017-11-20 23:40:44	4696244	1408873200	4696244	300	595		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/311/SRR6311257.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704767	SAMN08046653	simple	542	Zymomonas mobilis	GSM2862439							no					GEO	SRA632570		public	7036804C6FCF167E72BECAD26AC17583	22E8878DC19676ED5DF5BE203CA1994C		
SRX3411524	SRR6311258	2020-03-25 17:12:44	2017-11-20 23:41:37	6481251	1944375300	6481251	300	815		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR006/311/SRR6311258.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704768	SAMN08046652	simple	542	Zymomonas mobilis	GSM2862440							no					GEO	SRA632570		public	51ADE2306976F165C8BD75FDB5F44457	9ACC30FFFFD73C8C5229770E31E32EF2		
SRX3411525	SRR6311259	2020-03-25 17:12:44	2017-11-20 23:40:31	4547533	1364259900	4547533	300	576		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/311/SRR6311259.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP125352	PRJNA419247	3.0	419247	SRS2704769	SAMN08046651	simple	542	Zymomonas mobilis	GSM2862441							no					GEO	SRA632570		public	432CF4A80608E8EC6323699A6C481A0B	96D09C231BFB83DF23028BF05BFB4CEB		
SRX3541437	SRR6450459	2018-05-09 18:35:20	2018-01-08 19:19:45	40341679	8043249595	40341679	199	3196		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/450/SRR6450459/SRR6450459.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819436	SAMN08328330	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915558							no					GEO	SRA645057		public	29013BF1D527439C371D23C1701FB537	0928DA71FCD06A2EAD7F90E209EE6D43		
SRX3541438	SRR6450460	2018-05-09 18:35:20	2018-01-08 19:22:38	32233246	6426804645	32233246	199	2566		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/450/SRR6450460/SRR6450460.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819420	SAMN08328329	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915559							no					GEO	SRA645057		public	84D1137687F8C5EE36449577F9A72FB7	0E9CD34255328B2A3C48841F7209938F		
SRX3541439	SRR6450461	2018-05-09 18:35:20	2018-01-08 18:58:35	32720362	6526057633	32720362	199	2578		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/450/SRR6450461/SRR6450461.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819422	SAMN08328328	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915560							no					GEO	SRA645057		public	B988AE5790F38A3A3A48B1B70833CA69	41AC196171131918D11CB06AEBE59F96		
SRX3541440	SRR6450462	2018-05-09 18:35:20	2018-01-08 19:06:15	30607899	6106902261	30607899	199	2319		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450462.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819423	SAMN08328327	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915561							no					GEO	SRA645057		public	DA5783B3DBEA382974557B403578EF7D	4A7015A43B7B3380DC4B3AA74E8C1839		
SRX3541441	SRR6450463	2018-05-09 18:35:20	2018-01-08 19:13:26	31270936	6239324844	31270936	199	2387		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450463.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819421	SAMN08328326	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915562							no					GEO	SRA645057		public	68F2905FEBB6D39F6B2D48B63A619DC7	33E76CB3191CE4422A9E6B4B94B63ED7		
SRX3541442	SRR6450464	2018-05-09 18:35:20	2018-01-08 19:14:19	34984365	6976856387	34984365	199	2706		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/450/SRR6450464/SRR6450464.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819435	SAMN08328325	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915563							no					GEO	SRA645057		public	7DB7A7F4275013A62F8C2FAECA69BE79	B4C67B83F20691769857957A36FB8D46		
SRX3541443	SRR6450465	2018-05-09 18:35:20	2018-01-08 18:55:28	28370403	5658800831	28370403	199	2202		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450465.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819426	SAMN08328324	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915564							no					GEO	SRA645057		public	4BB1DF073603C9E74970D52E6DE05715	B756D6ED880CCFBCB5387C476FFAB389		
SRX3541444	SRR6450466	2018-05-09 18:35:20	2018-01-08 18:54:29	28524609	5692174239	28524609	199	2174		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450466.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819424	SAMN08328323	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915565							no					GEO	SRA645057		public	1363984EF442599923BB6D6D0DE48257	D52DE0B13D18ED7C525318AB0C2AD7EE		
SRX3541445	SRR6450467	2018-05-09 18:35:20	2018-01-08 19:12:25	32841095	6548984676	32841095	199	2606		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450467.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819427	SAMN08328322	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915566							no					GEO	SRA645057		public	F2F34586506B687BD0D593DCB5225CE9	1477476FB9229425C8C7B90AB9944E8D		
SRX3541446	SRR6450468	2018-05-09 18:35:20	2018-01-08 20:02:09	36566911	7292979140	36566911	199	2908		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/450/SRR6450468/SRR6450468.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819425	SAMN08328321	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915567							no					GEO	SRA645057		public	448562FEC0E8906188DAF357D9AB5F72	062A969673BF40523D2D80212D05B820		
SRX3541447	SRR6450469	2018-05-09 18:35:20	2018-01-08 18:51:44	30554514	6089699152	30554514	199	2424		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450469.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819428	SAMN08328320	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915568							no					GEO	SRA645057		public	49175CADC3952FD7AFCC3BB8B9F09F28	95BC5B2E9134D23C34AC980AA5E66DFA		
SRX3541448	SRR6450470	2018-05-09 18:35:20	2018-01-08 18:54:43	26870527	5356467246	26870527	199	2106		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450470.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819429	SAMN08328319	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915569							no					GEO	SRA645057		public	C7F6618A3C19F36D7AD7F4ABFF0B3E20	5785388D25A96A7E93DE39FBF247EB51		
SRX3541449	SRR6450471	2018-05-09 18:35:20	2018-01-08 19:13:29	36439716	7265636475	36439716	199	2919		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450471.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819432	SAMN08328318	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915570							no					GEO	SRA645057		public	B21D4D9D9548B90A2108355891D71577	6C577054795B7F026D197543B25A7F97		
SRX3541450	SRR6450472	2018-05-09 18:35:20	2018-01-08 19:01:30	30407552	6063677665	30407552	199	2341		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450472.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819430	SAMN08328317	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915571							no					GEO	SRA645057		public	CD0AF0E51C9CCF43B37885556127A862	3CB6431C2E90510F481374F476C01CEA		
SRX3541451	SRR6450473	2018-05-09 18:35:20	2018-01-08 19:01:23	31506637	6279118155	31506637	199	2458		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450473.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819431	SAMN08328331	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915572							no					GEO	SRA645057		public	44618772F8638AB5C39FEEFD7F709408	B705E24DD248F4DE1C1EBC566BAAD72E		
SRX3541452	SRR6450474	2018-05-09 18:35:20	2018-01-08 19:51:12	22377044	4457580854	22377044	199	1754		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/450/SRR6450474.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP128589	PRJNA429034	2.0	429034	SRS2819433	SAMN08328332	simple	120045	Zymomonas mobilis subsp. mobilis	GSM2915573							no					GEO	SRA645057		public	369034C60CBF1D31518554D3C6F78A6A	40B6680B7CB85E8A6736C08E7E36F960		
